No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Jenis Bahaya,Metode Pengumpulan,waktu_urai_bulan,kategori_urai,kesulitan_encoded,nj_encoded,bp_encoded,cost_burden,high_cost_burden,potensi_pengolahan_enc,jenis_bahaya_enc,metode_pengumpulan_enc,kategori_enc,env_impact_score,econ_burden_score,recyclability_index
3754,sobekan_kertas_154,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3755,sobekan_kertas_155,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3756,sobekan_kertas_156,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3757,sobekan_kertas_157,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3758,sobekan_kertas_158,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3759,sobekan_kertas_159,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3760,sobekan_kertas_160,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3761,sobekan_kertas_161,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3762,sobekan_kertas_162,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3763,sobekan_kertas_163,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3764,sobekan_kertas_164,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3765,sobekan_kertas_165,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3766,sobekan_kertas_166,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3767,sobekan_kertas_167,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3768,sobekan_kertas_168,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3769,sobekan_kertas_169,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3770,sobekan_kertas_170,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3771,sobekan_kertas_171,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3772,sobekan_kertas_172,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3773,sobekan_kertas_173,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3774,sobekan_kertas_174,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3775,sobekan_kertas_175,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3776,sobekan_kertas_176,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3777,sobekan_kertas_177,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3778,sobekan_kertas_178,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3779,sobekan_kertas_179,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3780,sobekan_kertas_180,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3781,sobekan_kertas_181,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3782,sobekan_kertas_182,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3783,sobekan_kertas_183,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3784,sobekan_kertas_184,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3785,sobekan_kertas_185,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3786,sobekan_kertas_186,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3787,sobekan_kertas_187,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3788,sobekan_kertas_188,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3789,sobekan_kertas_189,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3790,sobekan_kertas_190,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3791,sobekan_kertas_191,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3792,sobekan_kertas_192,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3793,sobekan_kertas_193,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3794,sobekan_kertas_194,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3795,sobekan_kertas_195,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3796,sobekan_kertas_196,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3797,sobekan_kertas_197,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3798,sobekan_kertas_198,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3799,sobekan_kertas_199,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3800,sobekan_kertas_200,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3801,sobekan_kertas_201,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3802,sobekan_kertas_202,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3803,sobekan_kertas_203,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3804,sobekan_kertas_204,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3805,sobekan_kertas_205,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3806,sobekan_kertas_206,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3807,sobekan_kertas_207,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3808,sobekan_kertas_208,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3809,sobekan_kertas_209,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3810,sobekan_kertas_210,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3811,sobekan_kertas_211,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3812,sobekan_kertas_212,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3813,sobekan_kertas_213,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3814,sobekan_kertas_214,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3815,sobekan_kertas_215,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3816,sobekan_kertas_216,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3817,sobekan_kertas_217,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3818,sobekan_kertas_218,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3819,sobekan_kertas_219,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3820,sobekan_kertas_220,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3821,sobekan_kertas_221,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3822,sobekan_kertas_222,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3823,sobekan_kertas_223,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3824,sobekan_kertas_224,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3825,sobekan_kertas_225,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3826,sobekan_kertas_226,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3827,sobekan_kertas_227,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3828,sobekan_kertas_228,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3829,sobekan_kertas_229,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3830,sobekan_kertas_230,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3831,sobekan_kertas_231,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3832,sobekan_kertas_232,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3833,sobekan_kertas_233,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
3834,sobekan_kertas_234,Anorganik,ANO,Sobekan kertas,sobekan_kertas,1,2-6 minggu,0,0,Mudah,Tinggi (> Rp 2.000/kg),Rendah (< Rp 500/kg),4.26,Tidak,Biologis,Pengepul,0.9237875288683602,Cepat,1,3,1,-2,0,4,0,2,0,0.38111681633715905,0.25,0.44999999999999996
